Transaction ID,Transaction Date,Product Type,SKU,Price,Availability,Number of Products Sold,Revenue Generated,Stock Levels,Lead Times,Order Quantities,Shipping Times,Shipping Carriers,Shipping Costs,Supplier Name,Location,Lead Time,Production Volumes,Manufacturing Lead Time,Manufacturing Costs,Inspection Results,Defect Rates,Transportation Modes,Routes,Total Logistics Cost
TXN09839,2022-02-03,skincare,SKU11,91.56,100,58,5728.08,100,10,82,1,Carrier A,4.63,Supplier 2,Kolkata,10,488,11,29.42,Pass,0.0304,Air,Route A,2792.1
TXN08991,2022-02-03,skincare,SKU69,55.14,64,163,9311.58,67,10,21,4,Carrier B,1.73,Supplier 4,Kolkata,11,625,10,78.87,Pending,2.0192,Air,Route A,1692.6
TXN00348,2022-02-03,skincare,SKU60,15.77,63,172,2647.94,70,36,66,2,Carrier A,1.0,Supplier 4,Mumbai,34,596,35,86.97,Pending,3.792,Rail,Route A,5806.02
TXN05667,2022-02-03,haircare,SKU0,67.21,41,170,10649.02,50,39,60,2,Carrier C,4.37,Supplier 3,Mumbai,36,453,35,45.09,Pass,0.3539,Road,Route B,2967.6
TXN04639,2022-02-03,haircare,SKU0,75.21,63,41,2716.99,82,34,60,2,Carrier A,5.27,Supplier 3,Mumbai,33,485,32,42.83,Pass,0.1864,Road,Route B,2886.0
TXN04947,2022-02-04,haircare,SKU74,3.13,63,53,187.66,74,9,48,2,Carrier A,0.21,Supplier 4,Delhi,9,621,10,82.52,Pass,0.5606,Rail,Route A,3971.04
TXN03689,2022-02-04,skincare,SKU10,15.02,79,182,2814.82,112,9,20,4,Carrier B,0.76,Supplier 5,Kolkata,9,318,7,87.99,Pending,3.9288,Road,Route B,1775.0
TXN08982,2022-02-04,cosmetics,SKU94,2.88,73,110,298.98,80,16,102,3,Carrier B,0.1,Supplier 2,Delhi,17,963,14,60.69,Pass,1.6182,Rail,Route B,6200.58
TXN04710,2022-02-04,haircare,SKU57,52.97,65,105,4922.88,92,27,61,3,Carrier B,1.56,Supplier 2,Delhi,30,342,23,64.98,Pending,3.569,Rail,Route A,4058.94
TXN08901,2022-02-04,haircare,SKU54,31.12,78,165,4407.66,88,25,58,3,Carrier C,1.28,Supplier 1,Kolkata,27,380,21,29.61,Pass,1.1271,Road,Route B,1791.62
TXN08521,2022-02-04,cosmetics,SKU49,73.93,54,41,3251.14,58,52,57,4,Carrier B,2.69,Supplier 5,Delhi,54,899,50,15.6,Fail,5.3811,Rail,Route A,1042.53
TXN02886,2022-02-04,haircare,SKU93,74.0,73,38,2720.27,78,29,96,3,Carrier C,4.42,Supplier 4,Chennai,31,328,22,33.93,Fail,5.2892,Air,Route A,3681.6
TXN05069,2022-02-04,haircare,SKU2,10.51,78,256,2392.57,83,19,1,2,Carrier A,0.8,Supplier 1,Mumbai,19,102,20,29.95,Fail,4.7589,Air,Route C,30.75
TXN05476,2022-02-04,haircare,SKU84,85.72,58,127,12366.77,70,39,91,3,Carrier C,4.51,Supplier 5,Chennai,36,287,33,34.82,Fail,6.977,Air,Route B,3579.03
TXN02740,2022-02-04,skincare,SKU32,82.25,70,128,9503.49,68,8,36,5,Carrier B,3.33,Supplier 3,Kolkata,8,626,8,31.93,Pending,2.2102,Road,Route A,1269.36
TXN06649,2022-02-05,haircare,SKU77,58.8,65,153,9323.37,60,3,9,2,Carrier A,4.22,Supplier 1,Kolkata,4,533,4,39.92,Pending,2.2031,Road,Route B,397.26
TXN05928,2022-02-05,haircare,SKU18,34.6,96,88,3207.31,95,21,95,2,Carrier C,2.05,Supplier 2,Kolkata,21,568,17,26.68,Pending,2.3018,Sea,Route A,2729.35
TXN02314,2022-02-05,haircare,SKU0,75.38,90,227,18972.65,84,33,6,3,Carrier C,4.27,Supplier 3,Mumbai,32,222,36,45.98,Pass,0.2346,Road,Route B,301.5
TXN03894,2022-02-05,cosmetics,SKU27,85.58,33,201,18930.14,43,5,32,3,Carrier C,4.69,Supplier 5,Mumbai,6,551,6,9.59,Fail,6.8146,Sea,Route B,456.96
TXN09558,2022-02-05,skincare,SKU10,15.91,62,241,4348.13,82,7,12,2,Carrier C,0.85,Supplier 5,Kolkata,7,757,8,94.11,Pending,2.137,Road,Route B,1139.52
TXN09539,2022-02-05,haircare,SKU99,72.86,88,94,7177.29,91,1,33,4,Carrier C,2.52,Supplier 2,Chennai,1,197,1,39.0,Pass,0.1799,Rail,Route B,1370.16
TXN01546,2022-02-05,skincare,SKU10,15.92,74,224,4011.79,70,7,59,1,Carrier A,1.07,Supplier 5,Kolkata,7,562,7,103.28,Fail,4.4367,Road,Route B,6156.65
TXN03996,2022-02-05,skincare,SKU31,51.72,36,262,15565.21,41,7,43,1,Carrier A,2.45,Supplier 3,Chennai,7,367,9,62.97,Pending,2.9022,Rail,Route C,2813.06
TXN07267,2022-02-05,cosmetics,SKU21,91.43,69,150,12953.19,76,5,84,2,Carrier A,4.23,Supplier 5,Chennai,6,310,5,66.32,Pass,0.0457,Air,Route C,5926.2
TXN05066,2022-02-06,cosmetics,SKU92,47.6,92,82,4336.87,97,23,48,4,Carrier B,1.63,Supplier 2,Mumbai,26,1036,30,67.86,Pass,0.4432,Rail,Route B,3335.52
TXN09583,2022-02-06,haircare,SKU79,58.88,78,170,9161.88,90,10,69,5,Carrier B,2.57,Supplier 3,Bangalore,11,471,12,57.27,Pass,0.2316,Air,Route C,4128.96
TXN09066,2022-02-06,skincare,SKU37,25.16,49,65,1462.83,54,18,2,4,Carrier C,1.11,Supplier 3,Kolkata,20,644,17,31.92,Pending,3.3314,Sea,Route A,66.06
TXN02691,2022-02-06,skincare,SKU37,22.9,72,60,1471.27,78,20,75,5,Carrier B,1.09,Supplier 3,Kolkata,20,482,14,36.68,Pending,2.8487,Sea,Route A,2832.75
TXN04263,2022-02-06,skincare,SKU82,15.8,75,176,3054.18,96,23,109,3,Carrier C,0.93,Supplier 2,Mumbai,25,746,25,4.92,Fail,5.4506,Road,Route C,637.65
TXN06294,2022-02-06,cosmetics,SKU94,2.8,59,112,325.66,83,16,38,3,Carrier C,0.19,Supplier 2,Delhi,18,56,15,57.83,Pass,1.0621,Rail,Route B,2204.76
TXN06215,2022-02-06,skincare,SKU16,8.02,67,40,277.11,68,19,23,2,Carrier C,0.33,Supplier 1,Bangalore,18,406,14,72.11,Pass,0.5165,Air,Route A,1666.12
TXN04740,2022-02-07,skincare,SKU16,7.19,38,194,1564.69,46,18,61,2,Carrier A,0.45,Supplier 1,Bangalore,17,649,16,83.89,Pass,0.6907,Air,Route A,5144.74
TXN05566,2022-02-07,skincare,SKU14,94.17,63,151,14258.26,60,9,83,2,Carrier A,6.35,Supplier 1,Kolkata,10,460,10,6.22,Pass,0.0542,Air,Route B,1043.31
TXN01161,2022-02-07,skincare,SKU53,28.05,79,160,4311.48,107,12,37,3,Carrier C,1.39,Supplier 1,Delhi,12,731,14,85.91,Pass,0.7614,Air,Route B,3230.1
TXN08287,2022-02-07,haircare,SKU48,78.7,78,29,1953.12,78,17,37,4,Carrier B,3.3,Supplier 2,Mumbai,19,498,16,24.87,Pending,2.5257,Rail,Route B,1042.29
TXN05103,2022-02-07,skincare,SKU1,14.77,88,186,2819.9,82,26,34,2,Carrier A,0.65,Supplier 3,Mumbai,27,832,31,31.57,Fail,7.6233,Road,Route B,1095.48
TXN09404,2022-02-07,skincare,SKU3,65.03,61,68,4071.35,61,31,66,3,Carrier C,3.53,Supplier 5,Kolkata,33,761,31,38.88,Fail,5.5744,Rail,Route A,2799.06
TXN02497,2022-02-07,haircare,SKU83,70.98,31,153,9915.79,44,3,1,2,Carrier A,2.9,Supplier 1,Bangalore,4,380,3,105.64,Pass,0.6693,Road,Route A,108.54
TXN08865,2022-02-07,skincare,SKU58,56.93,35,97,5156.9,41,9,44,2,Carrier A,4.58,Supplier 3,Delhi,9,331,8,64.03,Pass,1.255,Road,Route B,3018.84
TXN09369,2022-02-07,haircare,SKU77,54.73,88,129,7483.76,100,4,50,3,Carrier B,2.67,Supplier 1,Kolkata,4,604,4,41.87,Pending,2.2888,Road,Route B,2227.0
TXN06874,2022-02-07,skincare,SKU63,13.88,81,164,2265.18,95,9,33,5,Carrier B,0.54,Supplier 3,Bangalore,9,602,9,18.38,Fail,6.3528,Sea,Route A,624.36
TXN07234,2022-02-07,skincare,SKU47,88.91,81,235,19575.62,87,18,31,4,Carrier B,4.34,Supplier 1,Kolkata,18,452,14,18.5,Pass,0.1492,Rail,Route A,708.04
TXN03497,2022-02-07,cosmetics,SKU38,52.7,73,333,15282.67,89,23,59,5,Carrier B,2.04,Supplier 5,Mumbai,24,349,18,6.37,Pass,1.1279,Air,Route B,496.19
TXN09792,2022-02-07,haircare,SKU46,26.17,70,254,6620.68,74,23,66,4,Carrier B,1.25,Supplier 3,Chennai,26,670,23,82.63,Fail,4.4898,Road,Route B,5536.08
TXN00728,2022-02-07,cosmetics,SKU91,59.36,86,137,8626.11,94,37,48,2,Carrier A,4.6,Supplier 4,Delhi,38,668,37,37.21,Pass,0.6099,Rail,Route B,2006.88
TXN07095,2022-02-07,haircare,SKU25,42.35,57,68,2810.57,69,33,64,5,Carrier B,1.37,Supplier 4,Kolkata,33,212,32,71.26,Fail,6.3334,Road,Route B,4648.32
TXN06993,2022-02-07,skincare,SKU90,13.24,86,138,1820.86,95,11,22,4,Carrier B,0.75,Supplier 3,Bangalore,11,492,8,88.92,Pass,0.9088,Rail,Route B,1972.74
TXN02801,2022-02-07,cosmetics,SKU29,64.49,62,281,17135.34,73,4,94,5,Carrier B,2.84,Supplier 1,Kolkata,5,385,6,36.31,Pending,3.1769,Road,Route B,3680.1
TXN06910,2022-02-07,haircare,SKU97,3.76,49,217,815.49,50,17,112,3,Carrier C,0.22,Supplier 4,Mumbai,19,599,15,70.36,Fail,5.9815,Road,Route A,7904.96
TXN00488,2022-02-08,cosmetics,SKU17,79.54,46,227,18237.67,43,13,99,3,Carrier B,3.57,Supplier 1,Chennai,13,328,14,47.52,Pass,0.0862,Air,Route C,5057.91
TXN02768,2022-02-08,haircare,SKU81,74.21,45,246,18118.52,55,1,39,4,Carrier B,2.73,Supplier 3,Delhi,1,467,1,20.49,Pending,2.9115,Rail,Route B,905.58
TXN06217,2022-02-08,skincare,SKU14,94.39,72,163,15555.25,83,11,29,3,Carrier B,4.63,Supplier 1,Kolkata,12,877,10,6.08,Pass,0.0824,Air,Route B,310.59
TXN00918,2022-02-08,cosmetics,SKU94,3.05,57,179,479.82,71,13,61,2,Carrier C,0.13,Supplier 2,Delhi,14,712,14,65.2,Pass,1.7912,Rail,Route B,3985.13
TXN03943,2022-02-08,haircare,SKU26,92.43,40,33,3503.07,57,4,53,4,Carrier C,3.48,Supplier 2,Bangalore,4,716,4,15.08,Pending,2.5475,Rail,Route A,983.68
TXN03879,2022-02-08,haircare,SKU24,4.12,57,156,593.45,70,2,94,2,Carrier A,0.25,Supplier 2,Bangalore,2,697,3,37.61,Pending,2.7053,Air,Route A,3558.84
TXN07998,2022-02-08,skincare,SKU15,36.18,59,165,5661.46,62,6,87,2,Carrier A,1.72,Supplier 1,Bangalore,6,741,6,87.72,Pass,1.4265,Sea,Route B,7781.28
TXN07720,2022-02-08,haircare,SKU30,7.71,58,188,1618.28,67,41,34,2,Carrier A,0.44,Supplier 4,Kolkata,44,278,42,47.29,Pass,0.9003,Road,Route C,1622.82
TXN01881,2022-02-08,cosmetics,SKU91,61.38,50,161,10564.28,52,31,53,2,Carrier A,3.97,Supplier 4,Delhi,32,815,41,36.45,Pass,0.5305,Rail,Route B,2142.26
TXN05225,2022-02-09,cosmetics,SKU88,71.03,31,302,22065.47,34,10,61,1,Carrier A,3.17,Supplier 2,Mumbai,11,763,11,65.93,Pass,0.8183,Sea,Route A,4215.1
TXN06141,2022-02-09,skincare,SKU3,57.52,26,182,9701.63,31,21,57,2,Carrier C,2.48,Supplier 5,Kolkata,24,789,31,37.82,Fail,11.0752,Rail,Route A,2297.1
TXN04572,2022-02-09,cosmetics,SKU35,91.48,100,101,8250.2,100,1,62,2,Carrier A,5.2,Supplier 1,Delhi,1,661,1,56.17,Pass,0.4457,Sea,Route C,3804.94
TXN01571,2022-02-09,cosmetics,SKU88,77.69,32,112,8852.02,33,11,75,2,Carrier A,4.96,Supplier 2,Mumbai,12,401,11,67.71,Pass,0.4749,Sea,Route A,5450.25
TXN07041,2022-02-09,cosmetics,SKU38,55.92,61,178,9098.03,82,17,51,2,Carrier C,2.95,Supplier 5,Mumbai,18,622,17,6.04,Pass,1.7035,Air,Route B,458.49
TXN02450,2022-02-09,skincare,SKU82,17.36,81,228,3374.62,85,26,67,3,Carrier C,0.71,Supplier 2,Mumbai,25,957,23,4.31,Pending,3.8881,Road,Route C,336.34
TXN02005,2022-02-09,haircare,SKU78,6.47,64,180,1332.88,85,30,36,3,Carrier C,0.34,Supplier 5,Mumbai,32,220,35,68.62,Fail,4.7499,Sea,Route C,2482.56
TXN03797,2022-02-09,skincare,SKU9,67.97,54,158,10948.13,56,18,68,2,Carrier A,4.07,Supplier 2,Chennai,20,339,23,52.49,Fail,4.6083,Rail,Route B,3846.08
TXN00168,2022-02-09,skincare,SKU13,17.06,87,149,2549.9,92,18,108,1,Carrier A,0.85,Supplier 5,Bangalore,18,451,14,95.31,Fail,4.2553,Road,Route B,10385.28
TXN07344,2022-02-10,haircare,SKU70,45.69,36,11,478.4,37,11,92,3,Carrier C,2.33,Supplier 1,Bangalore,13,609,11,11.99,Pass,0.9629,Road,Route C,1317.44
TXN06779,2022-02-10,haircare,SKU54,30.26,37,90,2635.1,50,28,32,3,Carrier B,1.0,Supplier 1,Kolkata,26,486,22,30.95,Pass,0.936,Road,Route B,1022.4
TXN06727,2022-02-10,skincare,SKU98,21.12,71,277,6275.52,73,13,53,3,Carrier C,1.2,Supplier 5,Chennai,14,532,12,5.81,Fail,7.3955,Rail,Route A,371.53
TXN09273,2022-02-10,cosmetics,SKU17,79.95,55,183,14766.53,67,17,50,2,Carrier A,3.68,Supplier 1,Chennai,16,249,13,47.12,Pass,0.0756,Air,Route C,2540.0
TXN05675,2022-02-10,skincare,SKU37,23.81,62,154,3305.95,68,14,73,1,Carrier A,1.36,Supplier 3,Kolkata,14,380,17,35.8,Pending,2.0719,Sea,Route A,2712.68
TXN02397,2022-02-10,cosmetics,SKU91,62.1,45,145,8614.63,59,49,52,3,Carrier B,2.8,Supplier 4,Delhi,46,701,40,40.69,Pass,1.2385,Rail,Route B,2261.48
TXN00363,2022-02-10,skincare,SKU10,15.28,85,243,3494.82,83,9,48,4,Carrier C,0.66,Supplier 5,Kolkata,9,142,8,99.93,Pending,3.8335,Road,Route B,4828.32
TXN01026,2022-02-10,haircare,SKU77,57.13,21,108,6372.02,30,3,62,3,Carrier C,2.92,Supplier 1,Kolkata,3,737,4,43.19,Pass,1.2564,Road,Route B,2858.82
TXN05209,2022-02-10,skincare,SKU3,61.54,65,307,21725.94,68,31,65,3,Carrier C,2.97,Supplier 5,Kolkata,31,480,31,35.14,Fail,13.6344,Rail,Route A,2477.15
TXN00158,2022-02-10,skincare,SKU39,17.63,60,24,421.34,65,6,11,2,Carrier A,1.28,Supplier 2,Kolkata,6,646,5,8.9,Pass,1.7031,Air,Route B,111.98
TXN06021,2022-02-10,cosmetics,SKU50,13.64,41,143,1773.94,58,22,78,4,Carrier C,0.56,Supplier 2,Delhi,24,321,18,41.58,Pending,3.1521,Rail,Route B,3286.92
TXN07638,2022-02-10,skincare,SKU58,64.62,36,51,3018.0,36,5,113,3,Carrier C,2.41,Supplier 3,Delhi,6,400,7,65.42,Pending,3.113,Road,Route B,7664.79
TXN06489,2022-02-10,cosmetics,SKU96,25.61,57,157,3909.21,66,36,54,3,Carrier C,1.36,Supplier 3,Mumbai,36,687,35,16.88,Pending,2.9844,Road,Route A,984.96
TXN04741,2022-02-10,haircare,SKU68,38.43,88,159,6809.63,102,19,32,3,Carrier C,1.8,Supplier 2,Bangalore,20,595,17,95.39,Pending,2.4725,Rail,Route A,3110.08
TXN09668,2022-02-10,skincare,SKU34,37.63,48,168,6768.05,50,9,44,2,Carrier A,2.19,Supplier 1,Chennai,9,731,8,10.12,Pass,0.6748,Road,Route B,541.64
TXN07031,2022-02-10,skincare,SKU98,19.69,61,183,3476.79,71,12,64,2,Carrier C,1.25,Supplier 5,Chennai,12,394,14,5.15,Fail,8.3159,Rail,Route A,409.6
TXN09872,2022-02-11,haircare,SKU43,12.3,67,166,1953.66,69,35,19,4,Carrier B,0.65,Supplier 5,Mumbai,38,548,33,28.01,Pass,0.6984,Air,Route A,544.54
TXN08653,2022-02-11,cosmetics,SKU50,13.93,100,1,15.14,114,17,78,2,Carrier A,0.75,Supplier 2,Delhi,18,671,19,46.7,Pending,3.6263,Rail,Route B,3701.1
TXN06971,2022-02-11,cosmetics,SKU73,80.05,74,149,12976.11,75,5,22,3,Carrier B,3.97,Supplier 4,Chennai,6,511,5,42.52,Fail,10.3482,Road,Route A,1022.78
TXN00852,2022-02-11,haircare,SKU51,28.59,84,36,1001.69,80,42,8,3,Carrier C,1.31,Supplier 5,Bangalore,40,568,50,13.43,Pending,2.9582,Road,Route A,117.92
TXN01412,2022-02-11,cosmetics,SKU89,98.51,82,216,19966.09,91,8,62,3,Carrier C,5.32,Supplier 1,Kolkata,9,340,9,50.69,Pass,0.8933,Rail,Route B,3472.62
TXN06334,2022-02-11,haircare,SKU55,75.18,62,210,17680.97,73,5,53,2,Carrier A,4.01,Supplier 2,Delhi,5,564,4,31.19,Fail,5.0512,Sea,Route B,1865.6
TXN00262,2022-02-11,cosmetics,SKU8,73.41,66,112,7085.79,72,9,51,3,Carrier C,3.04,Supplier 4,Mumbai,11,483,10,10.4,Fail,4.4239,Sea,Route B,685.44
TXN07130,2022-02-11,haircare,SKU12,70.23,56,253,19087.58,66,2,1,1,Carrier A,5.26,Supplier 4,Kolkata,3,396,3,32.97,Pending,2.9309,Road,Route B,38.23
TXN03088,2022-02-11,skincare,SKU36,10.12,88,99,1063.3,94,16,5,2,Carrier C,0.36,Supplier 2,Delhi,18,343,20,48.84,Fail,5.1759,Air,Route C,246.0
TXN07163,2022-02-11,skincare,SKU16,7.87,51,284,1939.81,71,16,56,4,Carrier C,0.4,Supplier 1,Bangalore,15,659,15,78.24,Pass,1.0047,Air,Route A,4403.84
TXN07329,2022-02-11,haircare,SKU48,79.46,68,93,7321.53,80,14,38,2,Carrier A,3.27,Supplier 2,Mumbai,14,713,18,24.75,Pending,2.2023,Rail,Route B,1064.76
TXN02974,2022-02-11,haircare,SKU93,68.82,84,152,9218.12,90,31,93,2,Carrier A,4.13,Supplier 4,Chennai,32,623,29,38.59,Fail,9.2479,Air,Route A,3972.96
TXN05490,2022-02-11,haircare,SKU51,24.84,77,151,3434.85,95,35,77,2,Carrier A,1.74,Supplier 5,Bangalore,39,389,43,13.23,Pending,3.5901,Road,Route A,1152.69
TXN04871,2022-02-11,skincare,SKU1,14.52,45,293,4577.97,64,36,90,2,Carrier A,0.89,Supplier 3,Mumbai,36,590,30,35.58,Fail,6.6545,Road,Route B,3282.3
TXN07537,2022-02-11,skincare,SKU34,40.06,45,88,3500.57,46,6,40,3,Carrier C,1.5,Supplier 1,Chennai,6,462,8,11.65,Pass,0.5532,Road,Route B,526.0
TXN01841,2022-02-11,skincare,SKU15,38.73,79,213,7310.55,104,5,72,1,Carrier A,1.99,Supplier 1,Bangalore,6,602,6,95.84,Pass,1.5626,Sea,Route B,7043.76
TXN05574,2022-02-11,cosmetics,SKU72,94.59,55,174,14256.97,54,9,91,1,Carrier A,6.34,Supplier 1,Bangalore,10,710,9,59.01,Pass,1.4282,Rail,Route B,5946.85
TXN07343,2022-02-12,haircare,SKU48,76.94,52,213,18557.24,75,16,52,4,Carrier C,3.56,Supplier 2,Mumbai,15,565,19,21.16,Pending,2.2312,Rail,Route B,1285.44
TXN03785,2022-02-12,cosmetics,SKU29,60.65,74,91,5495.38,101,4,66,3,Carrier C,3.64,Supplier 1,Kolkata,5,127,5,39.08,Pending,2.7314,Road,Route B,2819.52
TXN06202,2022-02-12,cosmetics,SKU88,71.13,84,67,5251.8,93,9,20,2,Carrier A,5.03,Supplier 2,Mumbai,10,692,11,68.28,Pass,0.9254,Sea,Route A,1466.2
TXN04860,2022-02-12,skincare,SKU39,18.84,94,76,1291.64,95,6,65,4,Carrier B,0.61,Supplier 2,Kolkata,6,694,6,8.64,Pending,2.0792,Air,Route B,601.25
TXN01236,2022-02-12,haircare,SKU46,26.93,49,242,6186.36,62,28,41,3,Carrier C,0.98,Supplier 3,Chennai,30,763,27,75.76,Pending,3.6919,Road,Route B,3146.34
TXN01904,2022-02-12,haircare,SKU18,38.81,28,259,11234.81,26,18,68,4,Carrier B,1.46,Supplier 2,Kolkata,19,567,19,26.92,Pass,1.9695,Sea,Route A,1929.84
TXN06153,2022-02-12,haircare,SKU24,4.04,43,184,680.57,40,2,45,1,Carrier A,0.19,Supplier 2,Bangalore,2,571,3,38.33,Fail,4.4807,Air,Route A,1733.4
TXN08101,2022-02-12,cosmetics,SKU29,63.58,88,220,15125.94,102,4,50,2,Carrier C,4.03,Supplier 1,Kolkata,4,657,4,36.04,Pending,3.4957,Road,Route B,2003.5
TXN06532,2022-02-12,cosmetics,SKU23,4.36,51,223,913.7,67,40,29,3,Carrier B,0.25,Supplier 5,Kolkata,38,694,41,95.17,Pending,2.834,Rail,Route A,2767.18
TXN00631,2022-02-12,haircare,SKU74,3.17,62,150,429.73,65,12,49,2,Carrier C,0.16,Supplier 4,Delhi,11,1,13,84.62,Pass,0.6287,Rail,Route A,4154.22
TXN02724,2022-02-12,skincare,SKU67,88.11,60,73,5609.7,61,11,39,2,Carrier C,5.18,Supplier 1,Mumbai,11,195,8,6.73,Pass,0.0972,Sea,Route C,464.49
TXN03461,2022-02-12,skincare,SKU13,15.92,78,258,4184.6,82,15,70,3,Carrier C,0.72,Supplier 5,Bangalore,16,228,16,94.28,Pending,3.9136,Road,Route B,6650.0
TXN05025,2022-02-12,skincare,SKU34,35.1,66,84,3006.93,65,6,62,3,Carrier C,2.2,Supplier 1,Chennai,7,553,9,9.87,Pass,0.5041,Road,Route B,748.34
TXN06775,2022-02-12,haircare,SKU97,3.46,49,123,423.02,52,15,59,5,Carrier B,0.16,Supplier 4,Mumbai,16,574,16,68.92,Pending,3.9687,Road,Route A,4075.72
TXN05116,2022-02-12,haircare,SKU74,3.16,60,98,337.15,62,9,47,2,Carrier A,0.17,Supplier 4,Delhi,10,197,12,76.08,Pass,0.3656,Rail,Route A,3583.75
TXN00157,2022-02-12,haircare,SKU55,85.5,84,258,21145.23,90,6,65,3,Carrier B,4.46,Supplier 2,Delhi,6,651,4,27.77,Fail,4.7034,Sea,Route B,2094.95
TXN03302,2022-02-12,skincare,SKU16,6.95,50,275,2096.24,55,15,44,3,Carrier C,0.31,Supplier 1,Bangalore,17,527,15,77.04,Pass,0.5001,Air,Route A,3403.4
TXN07891,2022-02-12,skincare,SKU16,7.93,58,150,1297.43,75,16,13,5,Carrier B,0.37,Supplier 1,Bangalore,17,594,15,73.47,Pass,0.5221,Air,Route A,959.92
TXN06222,2022-02-12,skincare,SKU56,19.61,55,131,2293.83,62,21,67,4,Carrier C,0.91,Supplier 1,Mumbai,24,660,22,13.9,Pass,0.7839,Air,Route B,992.27
TXN06918,2022-02-12,cosmetics,SKU50,13.78,74,108,1266.76,95,24,20,4,Carrier B,0.74,Supplier 2,Delhi,22,700,24,45.25,Fail,4.9105,Rail,Route B,919.8
TXN04038,2022-02-12,cosmetics,SKU85,75.19,71,18,1540.37,73,1,29,3,Carrier C,3.66,Supplier 5,Chennai,2,418,3,75.06,Fail,4.0661,Road,Route B,2282.88
TXN06015,2022-02-13,cosmetics,SKU85,71.49,75,206,14219.26,81,1,43,1,Carrier A,4.41,Supplier 5,Chennai,2,239,3,70.41,Pending,2.736,Road,Route B,3217.26
TXN09467,2022-02-13,cosmetics,SKU92,45.7,76,196,9752.83,100,23,92,2,Carrier A,2.33,Supplier 2,Mumbai,25,680,31,65.14,Pass,0.348,Rail,Route B,6207.24
TXN06506,2022-02-13,cosmetics,SKU28,2.24,76,150,361.43,81,5,94,2,Carrier A,0.12,Supplier 1,Mumbai,6,493,6,61.18,Pass,0.7283,Air,Route A,5762.2
TXN09494,2022-02-13,skincare,SKU86,19.11,77,323,5404.77,109,10,42,3,Carrier C,1.1,Supplier 1,Mumbai,11,460,13,69.64,Pass,1.6671,Rail,Route A,2971.08
TXN01429,2022-02-13,skincare,SKU42,46.7,69,233,9592.97,86,10,24,5,Carrier B,2.53,Supplier 5,Bangalore,11,605,11,87.54,Fail,14.3019,Road,Route A,2161.68
TXN06598,2022-02-13,haircare,SKU87,81.75,72,134,11991.34,70,17,69,5,Carrier B,3.89,Supplier 3,Chennai,17,584,19,31.42,Fail,5.2201,Sea,Route B,2436.39
TXN09121,2022-02-13,cosmetics,SKU85,72.91,47,168,11763.53,44,4,57,3,Carrier B,2.92,Supplier 5,Chennai,4,867,2,74.41,Pending,2.5628,Road,Route B,4407.81
TXN02239,2022-02-13,skincare,SKU31,48.07,53,183,10030.66,55,9,59,3,Carrier B,2.57,Supplier 3,Chennai,10,558,9,58.87,Pending,2.9329,Rail,Route C,3624.96
TXN04949,2022-02-13,haircare,SKU79,56.88,61,124,6453.21,68,14,38,1,Carrier A,3.37,Supplier 3,Bangalore,14,342,11,61.11,Pass,0.2368,Air,Route C,2450.24
TXN07760,2022-02-13,haircare,SKU0,66.83,68,96,6357.53,72,30,34,4,Carrier B,2.76,Supplier 3,Mumbai,28,244,31,48.45,Pass,0.2216,Road,Route B,1741.14
TXN02230,2022-02-13,skincare,SKU80,86.16,77,97,7862.34,86,4,94,3,Carrier C,3.62,Supplier 3,Chennai,5,587,5,80.17,Pending,3.6782,Sea,Route B,7876.26
TXN02099,2022-02-13,haircare,SKU0,68.89,30,90,6784.39,44,29,78,3,Carrier C,4.36,Supplier 3,Mumbai,31,304,35,50.57,Pass,0.2099,Road,Route B,4284.54
TXN01551,2022-02-13,haircare,SKU24,4.29,89,114,528.81,88,2,45,4,Carrier B,0.23,Supplier 2,Bangalore,2,383,3,38.49,Pending,3.5187,Air,Route A,1742.4
TXN02796,2022-02-13,cosmetics,SKU7,40.6,70,2,82.81,79,1,73,2,Carrier A,2.38,Supplier 4,Bangalore,1,550,1,92.04,Pass,0.7895,Road,Route C,6892.66
TXN07452,2022-02-13,haircare,SKU54,29.69,62,213,6911.51,68,22,60,5,Carrier B,1.42,Supplier 1,Kolkata,24,490,22,32.31,Pending,2.2183,Road,Route B,2023.8
TXN07445,2022-02-13,skincare,SKU52,93.34,78,165,15773.65,102,22,58,2,Carrier C,4.95,Supplier 1,Mumbai,21,710,19,9.6,Pass,1.9246,Air,Route C,843.9
TXN06261,2022-02-13,cosmetics,SKU38,50.25,43,1,46.24,46,16,58,4,Carrier B,2.61,Supplier 5,Mumbai,18,437,17,6.32,Pass,1.1803,Air,Route B,517.94
TXN07377,2022-02-13,cosmetics,SKU96,24.37,73,211,5869.0,83,28,26,2,Carrier A,1.57,Supplier 3,Mumbai,27,673,30,19.04,Fail,4.8211,Road,Route A,535.86
TXN08418,2022-02-14,haircare,SKU54,31.87,83,169,6173.2,88,21,77,3,Carrier B,1.58,Supplier 1,Kolkata,22,583,19,32.2,Pass,1.5422,Road,Route B,2601.06
TXN06669,2022-02-14,haircare,SKU22,27.61,51,1,26.25,55,46,118,2,Carrier A,1.57,Supplier 4,Kolkata,44,462,31,49.16,Pending,2.7475,Rail,Route C,5986.14
TXN01983,2022-02-14,haircare,SKU2,10.7,60,130,1579.73,61,20,58,4,Carrier B,0.65,Supplier 1,Mumbai,20,446,22,29.05,Pending,3.4881,Air,Route C,1722.6
